UnitId,CallType,CallFinalDisposition,Address,City,StationArea,Priority,ALSUnit,CallTypeGroup,SupervisorDistrict,NeighborhoodName,RowID,ReactionCategory,Year,Month,Time
E42,Medical Incident,Code 2 Transport,300 Block of UNIVERSITY ST,San Francisco,San Francisco,3,True,Non Life-threatening,9,Portola,211811076-E42,Prompt,2021,6,AM
E07,Medical Incident,Medical Examiner,500 Block of SOUTH VAN NESS AVE,San Francisco,San Francisco,E,True,Non Life-threatening,9,Mission,211811062-E07,Prompt,2021,6,AM
RC4,Medical Incident,Medical Examiner,500 Block of SOUTH VAN NESS AVE,San Francisco,San Francisco,E,True,Non Life-threatening,9,Mission,211811062-RC4,Delay,2021,6,AM
KM11,Medical Incident,Medical Examiner,500 Block of SOUTH VAN NESS AVE,San Francisco,San Francisco,E,False,Non Life-threatening,9,Mission,211811062-KM11,Prompt,2021,6,AM
78,Medical Incident,Code 2 Transport,1000 Block of POLK ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211811055-78,Prompt,2021,6,AM
81,Medical Incident,Patient Declined Transport,1300 Block of MARKET ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,South of Market,211811050-81,Prompt,2021,6,AM
RC7,Medical Incident,Patient Declined Transport,1300 Block of MARKET ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,211811050-RC7,Delay,2021,6,AM
KM11,Medical Incident,Patient Declined Transport,1300 Block of MARKET ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,211811050-KM11,Delay,2021,6,AM
81,Medical Incident,No Merit,2200 Block of POLK ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Russian Hill,211811039-81,Delay,2021,6,AM
E41,Medical Incident,No Merit,2200 Block of POLK ST,San Francisco,San Francisco,3,False,Non Life-threatening,3,Russian Hill,211811039-E41,Prompt,2021,6,AM
E02,Medical Incident,No Merit,2200 Block of POLK ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Russian Hill,211811039-E02,Prompt,2021,6,AM
E03,Medical Incident,Medical Examiner,400 Block of OFARRELL ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211811038-E03,Prompt,2021,6,AM
RC3,Medical Incident,Medical Examiner,400 Block of OFARRELL ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211811038-RC3,Prompt,2021,6,AM
AM110,Medical Incident,Medical Examiner,400 Block of OFARRELL ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,Tenderloin,211811038-AM110,Delay,2021,6,AM
76,Medical Incident,Medical Examiner,400 Block of OFARRELL ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211811038-76,Prompt,2021,6,AM
T06,Medical Incident,Code 2 Transport,HAIGHT ST/STEINER ST,San Francisco,San Francisco,3,False,Non Life-threatening,5,Haight Ashbury,211811035-T06,Delay,2021,6,AM
AM108,Medical Incident,Code 2 Transport,HAIGHT ST/STEINER ST,San Francisco,San Francisco,3,False,Non Life-threatening,5,Haight Ashbury,211811035-AM108,Prompt,2021,6,AM
KM10,Other,Patient Declined Transport,0 Block of MASON ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,Tenderloin,211811018-KM10,Prompt,2021,6,AM
KM01,Medical Incident,Code 2 Transport,2300 Block of POLK ST,San Francisco,San Francisco,3,False,Non Life-threatening,3,Russian Hill,211811014-KM01,Prompt,2021,6,AM
E02,Medical Incident,Code 2 Transport,2300 Block of POLK ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Russian Hill,211811014-E02,Prompt,2021,6,AM
E23,Medical Incident,Code 3 Transport,4100 Block of MORAGA ST,San Francisco,San Francisco,3,False,Non Life-threatening,4,Sunset/Parkside,211810996-E23,Prompt,2021,6,AM
67,Medical Incident,Code 3 Transport,4100 Block of MORAGA ST,San Francisco,San Francisco,3,True,Non Life-threatening,4,Sunset/Parkside,211810996-67,Prompt,2021,6,AM
E18,Medical Incident,Code 3 Transport,4100 Block of MORAGA ST,San Francisco,San Francisco,3,True,Non Life-threatening,4,Sunset/Parkside,211810996-E18,Prompt,2021,6,AM
E36,Medical Incident,Code 2 Transport,TAYLOR ST/TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810995-E36,Prompt,2021,6,AM
RC1,Medical Incident,Code 2 Transport,TAYLOR ST/TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810995-RC1,Prompt,2021,6,AM
53,Medical Incident,Code 2 Transport,TAYLOR ST/TURK ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810995-53,Prompt,2021,6,AM
E08,Medical Incident,Code 2 Transport,900 Block of MISSION ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211810992-E08,Delay,2021,6,AM
RS1,Medical Incident,Code 2 Transport,900 Block of MISSION ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,South of Market,211810992-RS1,Delay,2021,6,AM
T01,Medical Incident,Code 2 Transport,900 Block of MISSION ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,South of Market,211810992-T01,Prompt,2021,6,AM
58,Medical Incident,Code 2 Transport,900 Block of MISSION ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211810992-58,Prompt,2021,6,AM
56,Medical Incident,Patient Declined Transport,LAKE MERCED BL/BROTHERHOOD WY,San Francisco,San Francisco,2,True,Non Life-threatening,7,Lakeshore,211810989-56,Prompt,2021,6,AM
67,Medical Incident,Patient Declined Transport,LAKE MERCED BL/BROTHERHOOD WY,San Francisco,San Francisco,2,True,Non Life-threatening,7,Lakeshore,211810989-67,Delay,2021,6,AM
54,Medical Incident,Code 2 Transport,1500 Block of SUTTER ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Pacific Heights,211810986-54,Prompt,2021,6,AM
E38,Medical Incident,Code 2 Transport,1500 Block of SUTTER ST,San Francisco,San Francisco,3,False,Non Life-threatening,5,Pacific Heights,211810986-E38,Prompt,2021,6,AM
E03,Medical Incident,Code 2 Transport,1500 Block of SUTTER ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Pacific Heights,211810986-E03,Prompt,2021,6,AM
AM112,Medical Incident,Code 2 Transport,1000 Block of VISITACION AVE,San Francisco,San Francisco,2,False,Non Life-threatening,10,Visitacion Valley,211810984-AM112,Prompt,2021,6,AM
E43,Medical Incident,Code 2 Transport,1800 Block of SUNNYDALE AVE,San Francisco,San Francisco,2,True,Non Life-threatening,10,Visitacion Valley,211810978-E43,Prompt,2021,6,AM
KM12,Medical Incident,Code 2 Transport,1800 Block of SUNNYDALE AVE,San Francisco,San Francisco,2,False,Non Life-threatening,10,Visitacion Valley,211810978-KM12,Prompt,2021,6,AM
79,Medical Incident,Code 2 Transport,900 Block of FILLMORE ST,San Francisco,San Francisco,2,True,Non Life-threatening,5,Western Addition,211810962-79,Prompt,2021,6,AM
SCRT2,Medical Incident,Unable to Locate,2100 Block of MISSION ST,San Francisco,San Francisco,1,False,Non Life-threatening,9,Mission,211810944-SCRT2,Prompt,2021,6,AM
E21,Alarms,Fire,500 Block of BAKER ST,San Francisco,San Francisco,3,False,Alarm,5,Lone Mountain/USF,211810942-E21,Prompt,2021,6,AM
B05,Alarms,Fire,500 Block of BAKER ST,San Francisco,San Francisco,3,False,Alarm,5,Lone Mountain/USF,211810942-B05,Prompt,2021,6,AM
T05,Alarms,Fire,500 Block of BAKER ST,San Francisco,San Francisco,3,False,Alarm,5,Lone Mountain/USF,211810942-T05,Prompt,2021,6,AM
62,Medical Incident,Code 2 Transport,800 Block of GEARY ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211810941-62,Prompt,2021,6,AM
E03,Traffic Collision,Code 2 Transport,2100 Block of BUCHANAN ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,2,Pacific Heights,211810914-E03,Delay,2021,6,AM
E38,Traffic Collision,Code 2 Transport,2100 Block of BUCHANAN ST,San Francisco,San Francisco,3,False,Potentially Life-Threatening,2,Pacific Heights,211810914-E38,Prompt,2021,6,AM
55,Traffic Collision,Code 2 Transport,2100 Block of BUCHANAN ST,San Francisco,San Francisco,3,True,Potentially Life-Threatening,2,Pacific Heights,211810914-55,Prompt,2021,6,AM
72,Other,Code 2 Transport,80-WB 1ST ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Financial District/South Beach,211810890-72,Prompt,2021,6,AM
T02,Citizen Assist / Service Call,Fire,800 Block of UNION ST,San Francisco,San Francisco,2,False,Non Life-threatening,3,Russian Hill,211810885-T02,Prompt,2021,6,AM
78,Medical Incident,Patient Declined Transport,100 Block of FARRAGUT AVE,San Francisco,San Francisco,2,True,Non Life-threatening,11,Outer Mission,211810875-78,Prompt,2021,6,AM
93,Medical Incident,Patient Declined Transport,3700 Block of FILLMORE ST,San Francisco,San Francisco,2,True,Non Life-threatening,2,Marina,211810873-93,Prompt,2021,6,AM
E14,Medical Incident,Code 2 Transport,2600 Block of LAKE ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Seacliff,211810870-E14,Prompt,2021,6,AM
71,Medical Incident,Code 2 Transport,2600 Block of LAKE ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Seacliff,211810870-71,Prompt,2021,6,AM
68,Medical Incident,Code 2 Transport,400 Block of 7TH ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,South of Market,211810858-68,Prompt,2021,6,AM
50,Medical Incident,Code 2 Transport,700 Block of MISSION ST,San Francisco,San Francisco,2,True,Non Life-threatening,6,Financial District/South Beach,211810848-50,Prompt,2021,6,AM
AM104,Medical Incident,Code 2 Transport,PACIFIC AV/GRANT AV,San Francisco,San Francisco,3,False,Non Life-threatening,3,Chinatown,211810834-AM104,Prompt,2021,6,AM
E13,Medical Incident,Code 2 Transport,PACIFIC AV/GRANT AV,San Francisco,San Francisco,3,True,Non Life-threatening,3,Chinatown,211810834-E13,Prompt,2021,6,AM
AM102,Medical Incident,Code 2 Transport,700 Block of NATOMA ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,211810816-AM102,Prompt,2021,6,AM
SCRT2,Medical Incident,Unable to Locate,2100 Block of MISSION ST,San Francisco,San Francisco,1,False,Non Life-threatening,9,Mission,211810802-SCRT2,Prompt,2021,6,AM
SCRT1,Medical Incident,Unable to Locate,2100 Block of MISSION ST,San Francisco,San Francisco,1,False,Non Life-threatening,9,Mission,211810802-SCRT1,Delay,2021,6,AM
E35,Traffic Collision,Code 2 Transport,0 Block of 80EB 1ST ST ON,San Francisco,San Francisco,3,True,Potentially Life-Threatening,6,Financial District/South Beach,211810790-E35,Prompt,2021,6,AM
65,Traffic Collision,Code 2 Transport,0 Block of 80EB 1ST ST ON,San Francisco,San Francisco,3,True,Potentially Life-Threatening,6,Financial District/South Beach,211810790-65,Prompt,2021,6,AM
72,Medical Incident,No Merit,500 Block of COLUMBUS AVE,San Francisco,San Francisco,2,True,Non Life-threatening,3,North Beach,211810782-72,Prompt,2021,6,AM
E21,Medical Incident,Code 2 Transport,1100 Block of PAGE ST,San Francisco,San Francisco,3,False,Non Life-threatening,5,Haight Ashbury,211810776-E21,Prompt,2021,6,AM
KM11,Medical Incident,Code 2 Transport,1100 Block of PAGE ST,San Francisco,San Francisco,3,False,Non Life-threatening,5,Haight Ashbury,211810776-KM11,Prompt,2021,6,AM
E18,Medical Incident,No Merit,1800 Block of 34TH AVE,San Francisco,San Francisco,3,True,Non Life-threatening,4,Sunset/Parkside,211810771-E18,Prompt,2021,6,AM
67,Medical Incident,No Merit,1800 Block of 34TH AVE,San Francisco,San Francisco,3,True,Non Life-threatening,4,Sunset/Parkside,211810771-67,Prompt,2021,6,AM
E03,Alarms,Fire,200 Block of GOLDEN GATE AVE,San Francisco,San Francisco,3,True,Alarm,6,Tenderloin,211810754-E03,Prompt,2021,6,AM
B02,Alarms,Fire,200 Block of GOLDEN GATE AVE,San Francisco,San Francisco,3,False,Alarm,6,Tenderloin,211810754-B02,Prompt,2021,6,AM
AM108,Medical Incident,Code 2 Transport,800 Block of HOWARD ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,211810752-AM108,Prompt,2021,6,AM
B06,Alarms,Fire,2400 Block of MISSION ST,San Francisco,San Francisco,3,False,Alarm,9,Mission,211810745-B06,Prompt,2021,6,AM
E29,Alarms,Fire,2400 Block of MISSION ST,San Francisco,San Francisco,3,True,Alarm,9,Mission,211810745-E29,Prompt,2021,6,AM
T07,Alarms,Fire,2400 Block of MISSION ST,San Francisco,San Francisco,3,False,Alarm,9,Mission,211810745-T07,Prompt,2021,6,AM
E16,Other,Fire,3700 Block of BUCHANAN ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Marina,211810736-E16,Prompt,2021,6,AM
70,Medical Incident,Code 2 Transport,4400 Block of 3RD ST,San Francisco,San Francisco,2,True,Non Life-threatening,10,Bayview Hunters Point,211810730-70,Prompt,2021,6,AM
E17,Medical Incident,Code 2 Transport,4400 Block of 3RD ST,San Francisco,San Francisco,2,True,Non Life-threatening,10,Bayview Hunters Point,211810730-E17,Prompt,2021,6,AM
E25,Medical Incident,Code 2 Transport,4400 Block of 3RD ST,San Francisco,San Francisco,2,False,Non Life-threatening,10,Bayview Hunters Point,211810730-E25,Prompt,2021,6,AM
E36,Outside Fire,Fire,MARKET ST/LARKIN ST,San Francisco,San Francisco,3,True,Fire,6,South of Market,211810729-E36,Prompt,2021,6,AM
T19,Citizen Assist / Service Call,Fire,800 Block of GONZALEZ DR,San Francisco,San Francisco,2,False,Non Life-threatening,7,Lakeshore,211810704-T19,Delay,2021,6,AM
B02,Alarms,Fire,3000 Block of 16TH ST,San Francisco,San Francisco,3,False,Alarm,9,Mission,211810701-B02,Delay,2021,6,AM
E07,Alarms,Fire,3000 Block of 16TH ST,San Francisco,San Francisco,3,True,Alarm,9,Mission,211810701-E07,Prompt,2021,6,AM
53,Medical Incident,Code 2 Transport,200 Block of EDDY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810696-53,Prompt,2021,6,AM
E01,Medical Incident,Code 2 Transport,200 Block of EDDY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810696-E01,Prompt,2021,6,AM
AM108,Medical Incident,No Merit,400 Block of STEVENSON ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,211810694-AM108,Prompt,2021,6,AM
54,Medical Incident,Code 2 Transport,0 Block of STONEYFORD AVE,San Francisco,San Francisco,2,True,Non Life-threatening,11,Excelsior,211810677-54,Prompt,2021,6,AM
E18,Medical Incident,Code 3 Transport,1600 Block of 24TH AVE,San Francisco,San Francisco,2,True,Non Life-threatening,4,Sunset/Parkside,211810675-E18,Prompt,2021,6,AM
81,Medical Incident,Code 3 Transport,1600 Block of 24TH AVE,San Francisco,San Francisco,2,True,Non Life-threatening,4,Sunset/Parkside,211810675-81,Prompt,2021,6,AM
E32,Medical Incident,Code 3 Transport,300 Block of MAYNARD ST,San Francisco,San Francisco,3,True,Non Life-threatening,11,Excelsior,211810637-E32,Prompt,2021,6,AM
58,Medical Incident,Code 3 Transport,300 Block of MAYNARD ST,San Francisco,San Francisco,3,True,Non Life-threatening,11,Excelsior,211810637-58,Prompt,2021,6,AM
55,Medical Incident,Code 2 Transport,1000 Block of GREAT HWY,San Francisco,San Francisco,2,True,Non Life-threatening,1,Golden Gate Park,211810633-55,Prompt,2021,6,AM
B04,Alarms,Fire,800 Block of OFARRELL ST,San Francisco,San Francisco,3,False,Alarm,6,Tenderloin,211810622-B04,Prompt,2021,6,AM
B03,Alarms,Fire,300 Block of BERRY ST,San Francisco,San Francisco,3,False,Alarm,6,Mission Bay,211810615-B03,Delay,2021,6,AM
E08,Alarms,Fire,300 Block of BERRY ST,San Francisco,San Francisco,3,True,Alarm,6,Mission Bay,211810615-E08,Prompt,2021,6,AM
T08,Alarms,Fire,300 Block of BERRY ST,San Francisco,San Francisco,3,False,Alarm,6,Mission Bay,211810615-T08,Prompt,2021,6,AM
E15,Other,Fire,100 Block of FARRAGUT AV,San Francisco,San Francisco,3,True,Non Life-threatening,11,Outer Mission,211810614-E15,Prompt,2021,6,AM
KM15,Medical Incident,Code 2 Transport,GEARY BL/COOK ST,San Francisco,San Francisco,2,False,Non Life-threatening,2,Presidio Heights,211810597-KM15,Prompt,2021,6,AM
E10,Medical Incident,Code 2 Transport,GEARY BL/COOK ST,San Francisco,San Francisco,2,True,Non Life-threatening,2,Presidio Heights,211810597-E10,Prompt,2021,6,AM
RC1,Medical Incident,Patient Declined Transport,0 Block of UNITED NATIONS PLZ,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810572-RC1,Prompt,2021,6,AM
QRV2,Medical Incident,Patient Declined Transport,0 Block of UNITED NATIONS PLZ,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810572-QRV2,Prompt,2021,6,AM
KM12,Medical Incident,Patient Declined Transport,0 Block of UNITED NATIONS PLZ,San Francisco,San Francisco,3,False,Non Life-threatening,6,Tenderloin,211810572-KM12,Prompt,2021,6,AM
AM102,Medical Incident,No Merit,100 Block of TURK ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,Tenderloin,211810566-AM102,Prompt,2021,6,AM
T06,Medical Incident,No Merit,2000 Block of MARKET ST,San Francisco,San Francisco,3,False,Non Life-threatening,8,Castro/Upper Market,211810556-T06,Delay,2021,6,AM
KM04,Medical Incident,No Merit,2000 Block of MARKET ST,San Francisco,San Francisco,3,False,Non Life-threatening,8,Castro/Upper Market,211810556-KM04,Delay,2021,6,AM
E36,Medical Incident,No Merit,2000 Block of MARKET ST,San Francisco,San Francisco,3,True,Non Life-threatening,8,Castro/Upper Market,211810556-E36,Delay,2021,6,AM
E06,Medical Incident,No Merit,2000 Block of MARKET ST,San Francisco,San Francisco,3,True,Non Life-threatening,8,Castro/Upper Market,211810556-E06,Prompt,2021,6,AM
E43,Medical Incident,Code 2 Transport,300 Block of ROLPH ST,San Francisco,San Francisco,3,True,Non Life-threatening,11,Excelsior,211810535-E43,Prompt,2021,6,AM
68,Medical Incident,Code 2 Transport,300 Block of ROLPH ST,San Francisco,San Francisco,3,True,Non Life-threatening,11,Excelsior,211810535-68,Prompt,2021,6,AM
E06,Medical Incident,Code 2 Transport,STEVENSON ST/MCCOPPIN ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Mission,211810531-E06,Prompt,2021,6,AM
71,Medical Incident,Code 2 Transport,STEVENSON ST/MCCOPPIN ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Mission,211810531-71,Prompt,2021,6,AM
93,Medical Incident,Medical Examiner,3700 Block of BUCHANAN ST,San Francisco,San Francisco,2,True,Non Life-threatening,2,Marina,211810530-93,Prompt,2021,6,AM
AM104,Medical Incident,Code 2 Transport,500 Block of VERMONT ST,San Francisco,San Francisco,2,False,Non Life-threatening,10,Potrero Hill,211810528-AM104,Prompt,2021,6,AM
KM04,Other,SFPD,400 Block of EDDY ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,Tenderloin,211810515-KM04,Delay,2021,6,AM
QRV2,Medical Incident,Code 2 Transport,900 Block of GEARY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810499-QRV2,Prompt,2021,6,AM
56,Medical Incident,Code 2 Transport,900 Block of GEARY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810499-56,Prompt,2021,6,AM
SCRT1,Medical Incident,Patient Declined Transport,HYDE ST/NORTH POINT ST,San Francisco,San Francisco,1,False,Non Life-threatening,2,Russian Hill,211810496-SCRT1,Prompt,2021,6,AM
KM12,Medical Incident,Cancelled,700 Block of NATOMA ST,San Francisco,San Francisco,2,False,Non Life-threatening,6,South of Market,211810487-KM12,Delay,2021,6,AM
67,Medical Incident,Against Medical Advice,"PARK BL/WEST PACIFIC AV, PR",Presidio,Presidio,2,True,Non Life-threatening,2,Presidio,211810481-67,Prompt,2021,6,AM
94,Medical Incident,Code 2 Transport,1700 Block of CALIFORNIA ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Pacific Heights,211810476-94,Prompt,2021,6,AM
E38,Medical Incident,Code 2 Transport,1700 Block of CALIFORNIA ST,San Francisco,San Francisco,3,False,Non Life-threatening,2,Pacific Heights,211810476-E38,Delay,2021,6,AM
55,Medical Incident,Code 2 Transport,CENTRAL AV/PAGE ST,San Francisco,San Francisco,2,True,Non Life-threatening,5,Haight Ashbury,211810463-55,Prompt,2021,6,AM
QRV2,Medical Incident,Code 2 Transport,0 Block of 6TH ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211810432-QRV2,Prompt,2021,6,AM
54,Medical Incident,Code 2 Transport,0 Block of 6TH ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,South of Market,211810432-54,Prompt,2021,6,AM
E02,Medical Incident,Code 2 Transport,POLK ST/UNION ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Russian Hill,211810427-E02,Delay,2021,6,AM
50,Medical Incident,Code 2 Transport,POLK ST/UNION ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Russian Hill,211810427-50,Prompt,2021,6,AM
T07,Citizen Assist / Service Call,Fire,600 Block of SHOTWELL ST,San Francisco,San Francisco,3,False,Non Life-threatening,9,Mission,211810426-T07,Prompt,2021,6,AM
T10,Alarms,Fire,1600 Block of DIVISADERO ST,San Francisco,San Francisco,3,False,Alarm,5,Japantown,211810422-T10,Prompt,2021,6,AM
E10,Alarms,Fire,1600 Block of DIVISADERO ST,San Francisco,San Francisco,3,True,Alarm,5,Japantown,211810422-E10,Prompt,2021,6,AM
B05,Alarms,Fire,1600 Block of DIVISADERO ST,San Francisco,San Francisco,3,False,Alarm,5,Japantown,211810422-B05,Delay,2021,6,AM
E22,Medical Incident,Code 2 Transport,1200 Block of IRVING ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Inner Sunset,211810416-E22,Prompt,2021,6,AM
72,Medical Incident,Code 2 Transport,1200 Block of IRVING ST,San Francisco,San Francisco,3,True,Non Life-threatening,5,Inner Sunset,211810416-72,Prompt,2021,6,AM
50,Medical Incident,No Merit,200 Block of GOLDEN GATE AVE,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810409-50,Delay,2021,6,AM
QRV2,Medical Incident,No Merit,200 Block of GOLDEN GATE AVE,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810409-QRV2,Prompt,2021,6,AM
E38,Medical Incident,Cancelled,1800 Block of FILLMORE ST,San Francisco,San Francisco,2,False,Non Life-threatening,5,Pacific Heights,211810397-E38,Delay,2021,6,AM
93,Medical Incident,Patient Declined Transport,2600 Block of MASON ST,San Francisco,San Francisco,2,True,Non Life-threatening,3,North Beach,211810385-93,Prompt,2021,6,AM
E07,Medical Incident,Code 2 Transport,1100 Block of TREAT AVE,San Francisco,San Francisco,3,True,Non Life-threatening,9,Mission,211810374-E07,Prompt,2021,6,AM
67,Medical Incident,Code 2 Transport,1100 Block of TREAT AVE,San Francisco,San Francisco,3,True,Non Life-threatening,9,Mission,211810374-67,Prompt,2021,6,AM
67,Medical Incident,Gone on Arrival,1400 Block of WEBSTER ST,San Francisco,San Francisco,2,True,Non Life-threatening,5,Western Addition,211810367-67,Delay,2021,6,AM
74,Medical Incident,Gone on Arrival,1400 Block of WEBSTER ST,San Francisco,San Francisco,2,True,Non Life-threatening,5,Western Addition,211810367-74,Prompt,2021,6,AM
68,Medical Incident,Code 2 Transport,DRUMM ST/JACKSON ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Financial District/South Beach,211810346-68,Prompt,2021,6,AM
E13,Medical Incident,Code 2 Transport,DRUMM ST/JACKSON ST,San Francisco,San Francisco,3,True,Non Life-threatening,3,Financial District/South Beach,211810346-E13,Prompt,2021,6,AM
94,Medical Incident,Code 2 Transport,1800 Block of PINE ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Pacific Heights,211810344-94,Prompt,2021,6,AM
E03,Medical Incident,Code 2 Transport,1800 Block of PINE ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Pacific Heights,211810344-E03,Prompt,2021,6,AM
E38,Medical Incident,Code 2 Transport,1800 Block of PINE ST,San Francisco,San Francisco,3,False,Non Life-threatening,2,Pacific Heights,211810344-E38,Delay,2021,6,AM
62,Medical Incident,Patient Declined Transport,1500 Block of FILLMORE ST,San Francisco,San Francisco,2,True,Non Life-threatening,5,Western Addition,211810338-62,Prompt,2021,6,AM
55,Medical Incident,Code 2 Transport,200 Block of EDDY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810337-55,Prompt,2021,6,AM
QRV2,Medical Incident,Code 2 Transport,200 Block of EDDY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810337-QRV2,Prompt,2021,6,AM
50,Medical Incident,Code 2 Transport,300 Block of EDDY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810331-50,Prompt,2021,6,AM
T03,Medical Incident,Code 2 Transport,300 Block of EDDY ST,San Francisco,San Francisco,3,False,Non Life-threatening,6,Tenderloin,211810331-T03,Prompt,2021,6,AM
KM11,Medical Incident,Code 2 Transport,1200 Block of GOLDEN GATE AVE,San Francisco,San Francisco,2,False,Non Life-threatening,5,Western Addition,211810323-KM11,Prompt,2021,6,AM
E05,Medical Incident,Code 2 Transport,1200 Block of GOLDEN GATE AVE,San Francisco,San Francisco,2,True,Non Life-threatening,5,Western Addition,211810323-E05,Prompt,2021,6,AM
77,Medical Incident,Code 2 Transport,500 Block of GEARY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810320-77,Prompt,2021,6,AM
E03,Medical Incident,Code 2 Transport,500 Block of GEARY ST,San Francisco,San Francisco,3,True,Non Life-threatening,6,Tenderloin,211810320-E03,Prompt,2021,6,AM
78,Medical Incident,Code 2 Transport,2900 Block of SAN BRUNO AVE,San Francisco,San Francisco,2,True,Non Life-threatening,9,Portola,211810317-78,Prompt,2021,6,AM
73,Medical Incident,Code 2 Transport,700 Block of FRANCISCO ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Russian Hill,211810315-73,Prompt,2021,6,AM
E02,Medical Incident,Code 2 Transport,700 Block of FRANCISCO ST,San Francisco,San Francisco,3,True,Non Life-threatening,2,Russian Hill,211810315-E02,Prompt,2021,6,AM
E28,Medical Incident,Code 2 Transport,700 Block of FRANCISCO ST,San Francisco,San Francisco,3,False,Non Life-threatening,2,Russian Hill,211810315-E28,Prompt,2021,6,AM
93,Medical Incident,Patient Declined Transport,500 Block of TEXAS ST,San Francisco,San Francisco,2,True,Non Life-threatening,10,Potrero Hill,211810313-93,Prompt,2021,6,AM
61,Medical Incident,Code 2 Transport,0 Block of UNITED NATIONS PLZ,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211810299-61,Prompt,2021,6,AM
E36,Medical Incident,Code 2 Transport,0 Block of UNITED NATIONS PLZ,San Francisco,San Francisco,2,True,Non Life-threatening,6,Tenderloin,211810299-E36,Delay,2021,6,AM
KM12,Medical Incident,Code 2 Transport,800 Block of BUENA VISTA AVE,San Francisco,San Francisco,3,False,Non Life-threatening,8,Haight Ashbury,211810290-KM12,Prompt,2021,6,AM
E21,Medical Incident,Code 2 Transport,800 Block of BUENA VISTA AVE,San Francisco,San Francisco,3,True,Non Life-threatening,8,Haight Ashbury,211810290-E21,Prompt,2021,6,AM
70,Medical Incident,Code 2 Transport,POST ST/FRANKLIN ST,San Francisco,San Francisco,2,True,Non Life-threatening,2,Western Addition,211810282-70,Prompt,2021,6,AM
